LL1_336_MS_Geolife_transport_mode_prediction	0	ACCURACY	None	None	0:04:51.945698
LL1_726_TIDY_GPS_carpool_bus_service_rating_prediction	0	F1_MACRO	None	None	0:25:12.184266
32_wikiqa	0	F1	None	None	0:25:24.746328
uu2_gp_hyperparameter_estimation_v2	0	ROOT_MEAN_SQUARED_ERROR_AVG	None	None	0:25:24.677326
uu3_world_development_indicators	0	ROOT_MEAN_SQUARED_ERROR	None	None	1:23:18.512442
1491_one_hundred_plants_margin_clust	4	NORMALIZED_MUTUAL_INFORMATION	-1.6653345369377348e-06	0:02:48.150274	0:25:26.179674
uu3_world_development_indicators	None	None	None	None	0:02:32.045600
LL0_186_braziltourism	8	F1_MACRO	0.2282608695652174	0:00:33.270750	0:25:22.518750
4550_MiceProtein	3	F1_MACRO	0.9230519480519481	0:03:06.148560	0:26:09.773588
1491_one_hundred_plants_margin	6	F1_MACRO	0.08484848484848484	0:01:12.119080	0:25:49.802649

